sale_id,team,category,channel,units_sold,unit_price,sale_date,total_revenue
452,Bulls,T-Shirts,Retail Partner,4,162,2023-08-05,648
453,Warriors,T-Shirts,Arena Store,2,110,2024-06-07,220
454,Spurs,T-Shirts,Retail Partner,1,179,2022-07-02,179
455,Knicks,Collectibles,Retail Partner,1,110,2023-03-03,110
456,Warriors,Footwear,Retail Partner,2,57,2022-03-26,114
457,Bucks,Collectibles,Online,2,111,2024-04-02,222
458,Spurs,Collectibles,Arena Store,3,141,2023-07-19,423
459,Bucks,Footwear,Arena Store,1,36,2024-05-20,36
460,Spurs,Jerseys,Arena Store,4,70,2022-01-21,280
461,Clippers,Collectibles,Online,1,51,2023-04-04,51
462,Warriors,T-Shirts,Online,2,121,2023-09-12,242
463,Nuggets,Jerseys,Arena Store,2,55,2023-06-16,110
464,Nets,Footwear,Retail Partner,4,50,2024-05-01,200
465,Lakers,Footwear,Online,4,144,2024-01-06,576
466,Lakers,Footwear,Retail Partner,4,105,2022-05-11,420
467,Warriors,T-Shirts,Retail Partner,2,53,2022-11-19,106
468,Clippers,Footwear,Retail Partner,2,95,2023-12-31,190
469,Mavericks,Footwear,Retail Partner,2,92,2023-03-05,184
470,Clippers,T-Shirts,Arena Store,4,40,2024-03-15,160
471,Lakers,Collectibles,Online,2,44,2022-01-24,88
472,Knicks,Hoodies,Retail Partner,4,142,2022-01-06,568
473,Warriors,T-Shirts,Retail Partner,3,68,2023-07-11,204
474,Mavericks,Hats,Retail Partner,2,175,2024-03-12,350
475,Warriors,Footwear,Arena Store,1,28,2024-01-04,28
476,Bulls,Collectibles,Arena Store,2,137,2024-04-23,274
477,Bucks,Hoodies,Online,4,127,2023-04-11,508
478,Raptors,Hats,Online,4,155,2022-05-16,620
479,Celtics,Collectibles,Online,3,113,2024-02-27,339
480,Celtics,Jerseys,Arena Store,2,59,2024-04-21,118
481,Lakers,T-Shirts,Arena Store,1,127,2023-09-23,127
482,76ers,Footwear,Online,4,68,2022-12-29,272
483,Suns,Collectibles,Arena Store,1,94,2022-01-05,94
484,Mavericks,Footwear,Online,2,176,2023-11-26,352
485,Knicks,Hats,Arena Store,4,91,2023-05-08,364
486,76ers,T-Shirts,Retail Partner,3,108,2023-09-29,324
487,Nuggets,Hoodies,Arena Store,1,81,2022-12-14,81
488,Spurs,Hoodies,Retail Partner,3,75,2022-04-06,225
489,Raptors,Jerseys,Retail Partner,3,87,2023-10-13,261
490,76ers,Jerseys,Retail Partner,4,163,2023-12-22,652
491,Lakers,Hats,Arena Store,2,44,2024-04-02,88
492,Lakers,T-Shirts,Online,1,87,2024-04-18,87
493,Clippers,T-Shirts,Arena Store,2,37,2022-12-07,74
494,Raptors,Footwear,Arena Store,3,151,2022-04-20,453
495,76ers,Hats,Arena Store,1,84,2022-04-07,84
496,Suns,Hats,Online,3,159,2022-03-31,477
497,Bucks,Collectibles,Arena Store,1,154,2023-02-08,154
498,Bucks,Hats,Arena Store,2,179,2023-09-17,358
499,Nuggets,T-Shirts,Retail Partner,1,111,2023-01-19,111
500,Spurs,Hats,Retail Partner,1,102,2023-09-14,102
501,Knicks,Footwear,Retail Partner,4,155,2023-04-18,620
502,Warriors,Jerseys,Arena Store,4,109,2023-12-10,436
503,76ers,Collectibles,Online,1,45,2024-01-29,45
504,Mavericks,Collectibles,Retail Partner,3,139,2023-09-14,417
505,Lakers,Hats,Retail Partner,1,166,2022-05-30,166
506,Heat,Hats,Retail Partner,3,112,2023-01-31,336
507,Heat,Hoodies,Online,3,63,2022-09-15,189
508,Celtics,T-Shirts,Retail Partner,2,166,2022-05-21,332
509,Clippers,Jerseys,Retail Partner,1,153,2024-05-31,153
510,Lakers,Hoodies,Online,2,112,2022-08-27,224
511,Lakers,T-Shirts,Retail Partner,4,143,2022-04-28,572
512,Suns,Collectibles,Arena Store,3,76,2022-08-20,228
513,Heat,Collectibles,Retail Partner,2,77,2023-11-11,154
514,Suns,Jerseys,Arena Store,2,171,2022-12-11,342
515,Raptors,T-Shirts,Online,1,155,2023-07-29,155
516,Knicks,Hats,Retail Partner,3,80,2022-12-02,240
517,Lakers,Hats,Online,1,37,2022-05-01,37
518,Lakers,Collectibles,Arena Store,2,81,2023-01-21,162
519,Warriors,Jerseys,Online,4,117,2023-04-08,468
520,Lakers,Footwear,Arena Store,1,172,2023-01-15,172
521,Nets,T-Shirts,Arena Store,4,104,2023-11-21,416
522,76ers,Jerseys,Retail Partner,1,128,2022-01-03,128
523,Bulls,Collectibles,Arena Store,2,172,2022-02-01,344
524,Mavericks,Footwear,Arena Store,2,57,2022-10-24,114
525,Raptors,Jerseys,Online,4,165,2023-10-31,660
526,Knicks,Footwear,Online,3,62,2022-07-06,186
527,Nets,Collectibles,Arena Store,3,111,2022-06-17,333
528,Knicks,T-Shirts,Online,1,70,2024-01-23,70
529,Nets,Hats,Online,1,76,2023-03-04,76
530,Clippers,T-Shirts,Arena Store,1,76,2022-01-24,76
531,Clippers,Hats,Arena Store,1,70,2022-04-18,70
532,Bulls,T-Shirts,Online,4,134,2023-10-14,536
533,Raptors,Jerseys,Online,2,160,2024-03-21,320
534,Clippers,Collectibles,Online,1,152,2022-06-02,152
535,Bulls,T-Shirts,Arena Store,3,155,2023-08-30,465
536,Clippers,Collectibles,Retail Partner,1,49,2022-08-08,49
537,Heat,Collectibles,Arena Store,3,168,2023-11-01,504
538,Suns,Footwear,Retail Partner,1,107,2024-04-04,107
539,Celtics,Footwear,Retail Partner,2,110,2022-06-22,220
540,Bucks,Hoodies,Retail Partner,3,108,2022-10-14,324
541,Suns,Hats,Arena Store,1,172,2024-01-29,172
542,Suns,Hoodies,Online,2,120,2024-03-28,240
543,76ers,Hats,Retail Partner,4,116,2023-09-27,464
544,Raptors,Collectibles,Arena Store,1,99,2022-03-04,99
545,Spurs,Jerseys,Arena Store,3,103,2024-03-02,309
546,Suns,T-Shirts,Retail Partner,1,65,2023-11-07,65
547,Nets,Collectibles,Online,4,86,2023-05-13,344
548,Clippers,Collectibles,Retail Partner,4,108,2023-10-24,432
549,Bulls,T-Shirts,Arena Store,2,174,2022-01-24,348
550,Nuggets,T-Shirts,Arena Store,2,159,2023-12-21,318
551,Nuggets,Jerseys,Online,1,48,2023-01-26,48
552,Lakers,Footwear,Arena Store,1,118,2022-11-05,118
553,Celtics,Hats,Arena Store,4,47,2022-10-08,188
554,76ers,Hoodies,Arena Store,1,68,2022-01-15,68
555,Nuggets,Jerseys,Online,3,81,2023-06-28,243
556,Clippers,Collectibles,Retail Partner,1,32,2023-06-04,32
557,Bucks,Jerseys,Online,1,41,2023-05-05,41
558,Nuggets,T-Shirts,Retail Partner,1,50,2022-05-24,50
559,Suns,Hoodies,Online,3,54,2023-10-02,162
560,Bucks,Jerseys,Retail Partner,3,140,2023-01-01,420
561,Nets,Hats,Online,1,131,2024-05-01,131
562,Nuggets,Hoodies,Arena Store,3,139,2023-04-12,417
563,Nets,Jerseys,Retail Partner,2,124,2022-03-21,248
564,Suns,Jerseys,Retail Partner,1,71,2024-06-14,71
565,Bulls,Hats,Arena Store,2,103,2022-08-03,206
566,Mavericks,Jerseys,Retail Partner,4,128,2023-08-26,512
567,Lakers,Hats,Online,2,142,2022-04-14,284
568,Celtics,Collectibles,Retail Partner,4,165,2023-10-03,660
569,Nets,Hoodies,Arena Store,1,87,2022-02-10,87
570,Celtics,T-Shirts,Online,4,134,2023-04-24,536
571,Knicks,Footwear,Retail Partner,1,116,2024-01-16,116
572,Raptors,Collectibles,Retail Partner,1,91,2024-05-25,91
573,Raptors,Hats,Arena Store,3,134,2023-01-06,402
574,Celtics,Footwear,Online,2,102,2023-12-07,204
575,Mavericks,Collectibles,Online,1,84,2024-01-27,84
576,Warriors,T-Shirts,Arena Store,2,68,2022-04-26,136
577,Nets,Hoodies,Online,2,140,2024-03-27,280
578,Heat,Hoodies,Arena Store,3,116,2023-01-08,348
579,Celtics,T-Shirts,Arena Store,1,169,2023-10-15,169
580,Bulls,Hats,Retail Partner,2,140,2023-01-22,280
581,Suns,Footwear,Online,2,55,2022-04-21,110
582,Nuggets,Collectibles,Arena Store,3,94,2023-10-17,282
583,Lakers,Collectibles,Retail Partner,1,77,2023-12-12,77
584,Lakers,Hats,Retail Partner,3,74,2023-11-16,222
585,Clippers,T-Shirts,Arena Store,2,138,2024-02-18,276
586,Heat,Hoodies,Online,4,130,2024-06-18,520
587,76ers,Footwear,Online,1,67,2022-02-18,67
588,Knicks,Hoodies,Online,1,127,2023-04-19,127
589,Lakers,T-Shirts,Arena Store,2,162,2022-02-27,324
590,Lakers,T-Shirts,Retail Partner,3,58,2023-05-02,174
591,Nets,Collectibles,Retail Partner,3,175,2023-09-10,525
592,Bucks,Collectibles,Retail Partner,3,108,2023-04-16,324
593,76ers,Hoodies,Arena Store,2,34,2022-04-15,68
594,Heat,Footwear,Retail Partner,3,76,2023-12-19,228
595,Heat,Hats,Online,3,126,2022-05-18,378
596,Lakers,T-Shirts,Arena Store,3,167,2022-04-10,501
597,Nets,Hats,Arena Store,2,99,2023-06-21,198
598,Mavericks,Footwear,Online,2,105,2023-11-20,210
599,Bulls,Collectibles,Arena Store,1,92,2024-04-10,92
600,Bucks,T-Shirts,Retail Partner,2,35,2022-07-12,70
601,Warriors,Hoodies,Arena Store,3,55,2024-04-20,165
602,76ers,T-Shirts,Retail Partner,4,42,2022-07-25,168
603,Heat,Footwear,Arena Store,2,37,2023-02-18,74
604,Bulls,Jerseys,Retail Partner,2,122,2022-02-22,244
605,Spurs,Collectibles,Retail Partner,4,78,2023-03-11,312
606,76ers,Hoodies,Retail Partner,1,142,2022-06-25,142
607,Mavericks,T-Shirts,Arena Store,1,143,2024-05-13,143
608,Spurs,Hoodies,Online,3,149,2022-04-23,447
609,Warriors,Footwear,Online,1,48,2022-08-12,48
610,Suns,Jerseys,Online,4,51,2022-03-09,204
611,Bulls,Footwear,Retail Partner,4,135,2022-01-13,540
612,Mavericks,Hats,Online,1,56,2024-02-06,56
613,Warriors,Hoodies,Arena Store,3,94,2023-07-23,282
614,76ers,Jerseys,Online,2,56,2024-05-01,112
615,Nuggets,Jerseys,Arena Store,3,154,2022-05-24,462
616,Celtics,Hoodies,Arena Store,3,133,2022-02-03,399
617,Spurs,T-Shirts,Online,2,114,2022-09-16,228
618,Heat,Footwear,Online,3,131,2022-10-22,393
619,76ers,Footwear,Online,4,70,2023-10-28,280
620,Celtics,Jerseys,Arena Store,2,91,2024-03-17,182
621,Spurs,Footwear,Arena Store,1,162,2023-12-17,162
622,Bulls,Hats,Arena Store,3,119,2022-09-19,357
623,Nuggets,Hats,Retail Partner,3,171,2023-10-14,513
624,76ers,Collectibles,Arena Store,1,137,2023-07-22,137
625,Heat,T-Shirts,Arena Store,1,177,2022-02-25,177
626,Lakers,Collectibles,Arena Store,2,49,2024-03-07,98
627,Bucks,Collectibles,Online,4,72,2022-04-24,288
628,Clippers,Hoodies,Arena Store,3,174,2022-10-13,522
629,Warriors,Hoodies,Arena Store,4,100,2023-03-14,400
630,Bulls,Jerseys,Arena Store,1,100,2022-06-03,100
631,Bulls,Jerseys,Arena Store,1,167,2024-04-20,167
632,Bulls,T-Shirts,Arena Store,4,53,2022-01-19,212
633,Bucks,Jerseys,Arena Store,2,154,2024-03-21,308
634,Suns,Hoodies,Arena Store,2,132,2024-02-12,264
635,Nuggets,Footwear,Online,3,142,2023-04-01,426
636,76ers,Footwear,Retail Partner,2,153,2022-01-18,306
637,Warriors,Hoodies,Online,2,38,2023-06-08,76
638,Clippers,Hats,Arena Store,4,89,2023-06-18,356
639,Heat,Hoodies,Arena Store,2,123,2024-01-18,246
640,Bulls,Collectibles,Online,1,166,2023-06-11,166
641,Celtics,Collectibles,Online,1,131,2023-11-19,131
642,Knicks,Hats,Arena Store,3,154,2023-06-15,462
643,Nuggets,Hats,Retail Partner,1,53,2022-01-28,53
644,Clippers,Jerseys,Online,4,167,2023-01-07,668
645,76ers,Collectibles,Online,1,100,2022-01-03,100
646,Bucks,T-Shirts,Retail Partner,1,125,2023-06-24,125
647,Nuggets,T-Shirts,Arena Store,1,87,2023-09-06,87
648,Clippers,Footwear,Retail Partner,4,123,2023-11-17,492
649,Warriors,Footwear,Retail Partner,2,94,2023-04-11,188
650,Suns,Jerseys,Online,1,85,2023-02-20,85
651,Bulls,Hats,Retail Partner,2,50,2023-03-01,100
652,Bulls,Collectibles,Arena Store,4,56,2023-09-30,224
653,Clippers,T-Shirts,Retail Partner,1,99,2023-07-20,99
654,Celtics,Hoodies,Arena Store,2,54,2023-12-28,108
655,Nets,T-Shirts,Retail Partner,1,164,2022-09-07,164
656,Lakers,Collectibles,Arena Store,4,30,2023-06-17,120
657,Suns,Hoodies,Retail Partner,3,72,2023-05-31,216
658,Bucks,Hats,Online,1,121,2023-08-29,121
659,Warriors,Hats,Arena Store,2,30,2022-08-18,60
660,Celtics,Jerseys,Retail Partner,4,128,2023-04-06,512
661,Bucks,T-Shirts,Arena Store,3,118,2023-02-16,354
662,Heat,Footwear,Retail Partner,1,50,2023-07-26,50
663,Spurs,Jerseys,Online,3,102,2022-03-22,306
664,Nuggets,Hoodies,Arena Store,1,29,2024-01-27,29
665,Nuggets,Hats,Online,2,109,2023-06-13,218
666,Mavericks,T-Shirts,Arena Store,1,32,2022-05-03,32
667,Clippers,T-Shirts,Retail Partner,3,31,2022-05-29,93
668,Spurs,Hats,Online,1,45,2023-10-16,45
669,Mavericks,Footwear,Arena Store,3,84,2022-01-28,252
670,Suns,Footwear,Arena Store,2,40,2023-08-29,80
671,Celtics,Hoodies,Retail Partner,1,110,2023-11-25,110
672,Lakers,T-Shirts,Online,3,42,2023-07-29,126
673,Bulls,Footwear,Retail Partner,2,81,2024-03-08,162
674,Bucks,Jerseys,Online,1,152,2023-09-22,152
675,Celtics,T-Shirts,Retail Partner,2,164,2022-01-18,328
676,76ers,Jerseys,Retail Partner,1,128,2022-04-06,128
677,Nets,Collectibles,Retail Partner,4,93,2023-06-28,372
678,Clippers,Jerseys,Retail Partner,3,114,2023-01-28,342
679,Bucks,Collectibles,Arena Store,2,125,2022-07-21,250
680,Clippers,T-Shirts,Online,1,65,2023-08-10,65
681,Celtics,Hats,Retail Partner,2,77,2023-03-04,154
682,Nets,Hoodies,Online,1,124,2022-05-14,124
683,Knicks,T-Shirts,Online,4,28,2022-12-27,112
684,Lakers,Footwear,Arena Store,3,63,2022-07-14,189
685,Lakers,Footwear,Arena Store,2,150,2022-11-14,300
686,76ers,Collectibles,Retail Partner,1,120,2023-10-24,120
687,Nuggets,T-Shirts,Arena Store,2,110,2024-01-16,220
688,Warriors,Hats,Arena Store,2,126,2023-01-30,252
689,Suns,Footwear,Online,4,167,2023-07-13,668
690,Nuggets,Hoodies,Online,4,46,2023-08-14,184
691,Nuggets,Hats,Retail Partner,4,60,2023-12-10,240
692,Mavericks,Jerseys,Arena Store,2,74,2022-03-05,148
693,Bucks,Hoodies,Arena Store,3,134,2022-06-02,402
694,Raptors,T-Shirts,Online,1,118,2022-12-08,118
695,Celtics,Collectibles,Retail Partner,3,157,2024-03-23,471
696,Clippers,Hats,Online,1,42,2022-05-07,42
697,Clippers,Hats,Arena Store,4,148,2023-06-04,592
698,Celtics,Hats,Online,3,97,2024-04-16,291
699,Raptors,Footwear,Online,1,30,2023-09-19,30
700,Nuggets,Hats,Retail Partner,3,161,2023-06-16,483
701,Bulls,Jerseys,Arena Store,3,157,2024-02-03,471
702,76ers,Jerseys,Retail Partner,4,51,2023-02-01,204
703,Nets,Footwear,Arena Store,3,75,2023-11-04,225
704,Suns,Collectibles,Retail Partner,1,90,2023-10-16,90
705,Heat,Hoodies,Online,2,115,2022-03-06,230
706,Mavericks,Hats,Arena Store,1,109,2022-03-02,109
707,76ers,Collectibles,Retail Partner,3,71,2023-09-13,213
708,Suns,Hats,Arena Store,4,68,2022-12-21,272
709,Nuggets,T-Shirts,Online,1,92,2023-07-20,92
710,Clippers,Jerseys,Online,1,150,2022-01-23,150
711,Bucks,Hoodies,Arena Store,3,62,2022-05-07,186
712,Mavericks,Jerseys,Arena Store,2,113,2023-11-20,226
713,Bulls,Footwear,Arena Store,3,114,2023-03-15,342
714,Lakers,Hats,Online,4,43,2024-01-22,172
715,76ers,Footwear,Arena Store,4,67,2023-07-23,268
716,Spurs,Hats,Online,1,129,2023-07-18,129
717,Suns,Hats,Retail Partner,1,53,2022-03-11,53
718,Warriors,Collectibles,Online,4,149,2024-06-02,596
719,Mavericks,Collectibles,Online,4,26,2023-11-18,104
720,Bulls,Hats,Retail Partner,4,162,2022-10-28,648
721,Raptors,T-Shirts,Arena Store,3,57,2023-03-20,171
722,76ers,Footwear,Arena Store,3,39,2024-04-07,117
723,Nuggets,Hats,Online,2,82,2022-11-04,164
724,Nets,Footwear,Retail Partner,1,176,2023-01-06,176
725,Spurs,T-Shirts,Arena Store,2,94,2023-07-17,188
726,Lakers,Hats,Online,2,155,2023-12-08,310
727,76ers,Jerseys,Arena Store,4,80,2023-04-14,320
728,Knicks,Footwear,Arena Store,1,124,2022-12-04,124
729,Bucks,Jerseys,Arena Store,3,87,2022-12-18,261
730,Nets,Hoodies,Arena Store,2,26,2023-04-06,52
731,Knicks,Hoodies,Arena Store,2,51,2022-11-20,102
732,Nuggets,Footwear,Retail Partner,2,62,2024-04-19,124
733,Warriors,Hats,Arena Store,1,50,2022-02-17,50
734,Mavericks,Footwear,Retail Partner,4,56,2024-06-17,224
735,Clippers,Collectibles,Retail Partner,3,73,2022-03-06,219
736,Clippers,Jerseys,Online,2,91,2023-05-04,182
737,Suns,Hats,Online,1,69,2023-05-26,69
738,Mavericks,Jerseys,Arena Store,4,113,2024-01-30,452
739,Nuggets,T-Shirts,Arena Store,4,84,2024-05-18,336
740,Bucks,Hoodies,Online,1,111,2022-01-15,111
741,Suns,Collectibles,Arena Store,2,85,2022-03-25,170
742,Raptors,T-Shirts,Arena Store,1,51,2023-02-23,51
743,76ers,Hoodies,Retail Partner,2,169,2023-08-27,338
744,Bucks,Hats,Arena Store,1,146,2022-10-10,146
745,Celtics,Jerseys,Online,4,172,2022-07-22,688
746,Mavericks,Hats,Arena Store,1,113,2022-11-13,113
747,Knicks,Footwear,Arena Store,4,100,2024-04-06,400
748,Raptors,Hoodies,Arena Store,4,113,2024-03-29,452
749,Spurs,T-Shirts,Online,2,58,2024-04-10,116
750,Suns,T-Shirts,Retail Partner,1,108,2023-11-13,108
751,Nuggets,Hats,Arena Store,2,76,2022-08-06,152
752,Nets,Footwear,Online,4,117,2022-10-19,468
753,Knicks,Hats,Arena Store,2,138,2022-02-26,276
754,Nets,Jerseys,Retail Partner,2,106,2022-11-06,212
755,Raptors,T-Shirts,Retail Partner,4,105,2022-11-18,420
756,Spurs,Jerseys,Arena Store,3,85,2022-08-03,255
757,Warriors,Hoodies,Arena Store,1,167,2022-10-21,167
758,Raptors,Footwear,Online,3,36,2023-03-02,108
759,Nuggets,T-Shirts,Arena Store,3,113,2023-08-22,339
760,Spurs,Hats,Arena Store,2,93,2023-07-03,186
761,Raptors,Hats,Arena Store,1,48,2023-09-24,48
762,Nuggets,Hats,Arena Store,3,57,2024-02-25,171
763,Clippers,T-Shirts,Retail Partner,3,57,2022-07-26,171
764,Spurs,Hats,Online,4,59,2023-01-06,236
765,76ers,Jerseys,Arena Store,3,174,2023-11-04,522
766,76ers,Hats,Arena Store,4,64,2024-06-05,256
767,Suns,Hats,Online,4,136,2024-01-28,544
768,Bucks,Footwear,Retail Partner,3,170,2022-01-01,510
769,Knicks,Jerseys,Arena Store,2,92,2023-03-10,184
770,Lakers,Jerseys,Arena Store,1,179,2023-09-02,179
771,Lakers,Hoodies,Online,2,169,2023-03-04,338
772,Suns,Collectibles,Online,2,130,2022-09-08,260
773,Nets,Jerseys,Retail Partner,4,107,2024-06-16,428
774,Clippers,Footwear,Online,2,137,2022-02-21,274
775,Celtics,Collectibles,Online,1,53,2023-02-26,53
776,Nuggets,Jerseys,Arena Store,2,90,2023-11-30,180
777,Mavericks,Footwear,Online,1,30,2024-06-09,30
778,Knicks,Footwear,Online,2,155,2023-10-23,310
779,Mavericks,Jerseys,Retail Partner,4,72,2023-04-24,288
780,Knicks,Hoodies,Online,4,108,2023-07-10,432
781,Mavericks,Collectibles,Online,4,97,2022-05-19,388
782,Bulls,Jerseys,Retail Partner,4,148,2023-05-24,592
783,Warriors,Collectibles,Arena Store,4,117,2024-05-12,468
784,Bulls,Jerseys,Arena Store,3,59,2023-06-24,177
785,Warriors,Collectibles,Online,4,119,2022-06-11,476
786,Mavericks,Collectibles,Online,4,34,2023-03-25,136
787,Lakers,Footwear,Retail Partner,4,80,2022-07-17,320
788,Raptors,T-Shirts,Online,3,77,2024-05-24,231
789,Heat,Hats,Retail Partner,4,92,2023-10-11,368
790,Celtics,Collectibles,Arena Store,1,156,2023-08-25,156
791,Nuggets,Collectibles,Arena Store,3,78,2022-10-13,234
792,Lakers,Collectibles,Arena Store,3,175,2023-03-19,525
793,Lakers,Hats,Arena Store,1,137,2024-03-13,137
794,Warriors,Hoodies,Online,2,110,2024-01-18,220
795,Raptors,Collectibles,Arena Store,3,127,2023-04-24,381
796,Lakers,Hats,Arena Store,1,69,2023-10-09,69
797,Suns,Collectibles,Arena Store,1,80,2023-10-18,80
798,Lakers,Hats,Arena Store,4,37,2022-09-01,148
799,Warriors,Hoodies,Online,2,175,2023-11-02,350
800,Bulls,Collectibles,Online,3,176,2022-03-27,528
801,Nuggets,Hats,Retail Partner,1,73,2022-07-20,73
802,Lakers,T-Shirts,Online,1,66,2023-08-29,66
803,Raptors,Jerseys,Arena Store,1,137,2022-11-30,137
804,Suns,Collectibles,Retail Partner,1,129,2024-06-10,129
805,Mavericks,Hoodies,Online,2,57,2022-03-07,114
806,Bucks,Jerseys,Retail Partner,3,86,2024-04-09,258
807,Lakers,Hoodies,Arena Store,3,110,2022-07-14,330
808,Celtics,Jerseys,Online,2,35,2024-01-13,70
809,Heat,T-Shirts,Arena Store,2,141,2023-06-29,282
810,Nets,T-Shirts,Retail Partner,2,76,2023-01-02,152
811,Warriors,Footwear,Retail Partner,4,58,2024-01-20,232
812,Clippers,Collectibles,Online,4,97,2023-04-08,388
813,Mavericks,Collectibles,Arena Store,1,177,2022-01-06,177
814,Heat,Hoodies,Retail Partner,1,29,2022-11-11,29
815,Knicks,Collectibles,Arena Store,3,71,2023-04-16,213
816,Heat,Jerseys,Arena Store,2,49,2023-10-26,98
817,Lakers,T-Shirts,Online,3,129,2024-04-23,387
818,Suns,Footwear,Online,2,70,2022-10-02,140
819,Spurs,Hats,Retail Partner,1,149,2022-02-23,149
820,Heat,Footwear,Retail Partner,3,177,2024-01-26,531
821,Nets,Hats,Online,1,78,2023-12-11,78
822,Warriors,Hoodies,Retail Partner,1,142,2023-05-26,142
823,Celtics,Footwear,Retail Partner,3,63,2022-09-26,189
824,Clippers,Hoodies,Online,1,42,2023-09-13,42
825,Nuggets,Hoodies,Online,2,128,2023-01-01,256
826,Raptors,Jerseys,Arena Store,4,28,2023-08-27,112
827,Warriors,T-Shirts,Retail Partner,4,136,2023-05-27,544
828,Celtics,T-Shirts,Online,2,47,2023-08-04,94
829,Suns,Hats,Arena Store,1,163,2024-02-16,163
830,Heat,Hats,Online,3,43,2024-05-25,129
831,Spurs,T-Shirts,Online,3,144,2022-01-26,432
832,Bulls,Footwear,Arena Store,2,179,2022-08-23,358
833,Lakers,Hats,Online,2,57,2022-01-10,114
834,Lakers,Jerseys,Online,1,137,2022-12-26,137
835,Bucks,Jerseys,Online,4,106,2023-11-12,424
836,Heat,T-Shirts,Online,1,25,2023-11-03,25
837,Heat,Footwear,Arena Store,2,62,2022-09-27,124
838,Heat,T-Shirts,Retail Partner,1,122,2022-09-01,122
839,Warriors,Footwear,Online,3,54,2022-09-19,162
840,Warriors,Hoodies,Arena Store,4,164,2024-01-18,656
841,Raptors,Hats,Retail Partner,1,53,2023-09-12,53
842,76ers,T-Shirts,Retail Partner,4,142,2023-11-09,568
843,Raptors,Hats,Online,3,54,2024-06-05,162
844,Mavericks,T-Shirts,Arena Store,3,49,2024-04-24,147
845,Clippers,Collectibles,Online,3,89,2022-09-18,267
846,Warriors,T-Shirts,Online,1,61,2022-06-13,61
847,Bulls,Jerseys,Arena Store,1,139,2023-03-17,139
848,Bucks,Hats,Arena Store,1,90,2022-11-11,90
849,Clippers,Collectibles,Online,1,110,2023-03-03,110
850,Suns,Hoodies,Arena Store,3,89,2022-11-02,267
851,Raptors,Collectibles,Retail Partner,2,171,2022-08-07,342
852,Lakers,Hats,Retail Partner,2,132,2024-05-21,264
853,Heat,Footwear,Arena Store,2,113,2024-04-12,226
854,Knicks,Hats,Online,2,179,2022-10-12,358
855,Mavericks,Collectibles,Arena Store,2,99,2022-08-11,198
856,Warriors,T-Shirts,Arena Store,3,177,2022-06-04,531
857,Clippers,Jerseys,Arena Store,1,57,2022-10-07,57
858,Warriors,Footwear,Online,1,32,2022-06-30,32
859,Warriors,Footwear,Online,3,83,2024-04-25,249
860,Nets,Footwear,Online,4,64,2023-03-04,256
861,Raptors,Collectibles,Retail Partner,1,97,2022-07-02,97
862,76ers,Hats,Arena Store,2,60,2022-08-16,120
863,Nuggets,Collectibles,Arena Store,1,33,2022-03-14,33
864,Clippers,T-Shirts,Online,2,178,2024-05-10,356
865,Knicks,Hoodies,Retail Partner,4,60,2022-03-01,240
866,Suns,Footwear,Online,1,128,2023-03-16,128
867,Heat,Collectibles,Arena Store,2,26,2023-12-03,52
868,Spurs,Collectibles,Arena Store,3,87,2022-10-26,261
869,Warriors,Collectibles,Online,2,129,2022-03-31,258
870,Mavericks,Collectibles,Online,3,164,2023-02-01,492
871,Raptors,Collectibles,Retail Partner,4,122,2023-02-02,488
872,Heat,Hats,Retail Partner,1,104,2023-04-08,104
873,Nets,Hoodies,Retail Partner,1,76,2022-10-14,76
874,Heat,Hats,Online,1,108,2024-05-22,108
875,Nets,T-Shirts,Arena Store,4,103,2024-02-28,412
876,Mavericks,Collectibles,Arena Store,2,172,2023-05-28,344
877,Mavericks,Jerseys,Arena Store,3,33,2022-04-26,99
878,Mavericks,Hoodies,Online,3,88,2023-01-07,264
879,Clippers,T-Shirts,Arena Store,3,100,2022-10-29,300
880,Nets,Hats,Online,2,177,2023-05-30,354
881,Spurs,Hoodies,Arena Store,4,144,2022-11-17,576
882,Raptors,Collectibles,Retail Partner,2,64,2022-11-09,128
883,Bucks,Hoodies,Arena Store,1,55,2022-07-17,55
884,Lakers,Footwear,Arena Store,4,148,2024-03-11,592
885,Bulls,Jerseys,Online,4,95,2024-01-02,380
886,Warriors,T-Shirts,Online,4,76,2024-02-22,304
887,Nets,Hoodies,Online,1,89,2023-05-29,89
888,Suns,Hats,Retail Partner,2,72,2022-02-14,144
889,Bulls,T-Shirts,Arena Store,4,94,2023-03-30,376
890,Lakers,Collectibles,Arena Store,2,160,2024-05-26,320
891,Bulls,Hoodies,Arena Store,4,101,2022-05-14,404
892,Lakers,Hoodies,Arena Store,1,45,2022-08-27,45
893,Mavericks,Jerseys,Online,1,126,2022-01-25,126
894,Clippers,Collectibles,Online,3,126,2023-05-04,378
895,Nuggets,Jerseys,Online,1,162,2022-10-26,162
896,76ers,Hoodies,Arena Store,2,126,2023-04-18,252
897,76ers,Hats,Arena Store,1,40,2024-04-04,40
898,Nets,T-Shirts,Arena Store,1,136,2022-11-01,136
899,Spurs,Jerseys,Online,1,93,2024-03-05,93
900,Celtics,Hoodies,Retail Partner,2,148,2024-03-14,296
901,Heat,T-Shirts,Online,2,166,2024-02-06,332
902,Suns,T-Shirts,Retail Partner,1,82,2023-07-03,82
903,Knicks,Hoodies,Online,3,124,2022-09-24,372
